"k","alpha0","alpha1","beta1"
11957,0.0939146956488691,0.431530393730953,0.398127703501661
11958,0.0939138388747264,0.430835514311086,0.398149898920048
11959,0.0939196312777955,0.43091025467094,0.398116839290812
11960,0.0938818532067127,0.430811038082093,0.398104204177795
11961,0.0937275860093888,0.430098108658061,0.398061966737666
11962,0.0938727174859011,0.429638187934571,0.398050239750446
11963,0.0938995467741288,0.429543855974606,0.398059527290096
11964,0.093871033303044,0.429870792321586,0.398028394819938
11965,0.0938492785904574,0.431388391480949,0.397733669427273
11966,0.0938752468189806,0.431362024937242,0.397968780680942
11967,0.093941939888886,0.431864590685644,0.3980748178368
11968,0.0937762273944888,0.431870529227656,0.398017298176972
11969,0.0937676065060202,0.431582200039784,0.398070860229095
11970,0.0937670308591856,0.431691522108902,0.398175238378446
11971,0.0937430934201435,0.432647569804722,0.398196646748727
11972,0.0937922621930594,0.432705198655686,0.397962390747572
11973,0.093816054641327,0.432972659630892,0.398047694454448
11974,0.0938763593821862,0.432967182633342,0.398065403489005
11975,0.093860618045933,0.433020073579829,0.398132675384941
11976,0.0938561404032156,0.433023714973468,0.398122331245981
11977,0.0938893670230995,0.433124759959967,0.398049681825235
11978,0.0938619069755749,0.433543005450598,0.398065975402432
11979,0.0939533149206692,0.43359641731519,0.398050972634607
11980,0.0939044401830365,0.433754877215015,0.397528475027479
11981,0.0938859508138047,0.433732525701465,0.39759498184124
11982,0.0938815310130024,0.433492579733649,0.39758391270944
11983,0.0938493471551054,0.433739283482484,0.39751067273325
11984,0.0938888653679749,0.43371620839323,0.397364208004056
11985,0.093848443983434,0.433646086532148,0.397616874023396
11986,0.0938496285505956,0.433395828084046,0.397049046791742
11987,0.0938064503402154,0.433094158997322,0.397246340138384
11988,0.0937996772291917,0.433242415096045,0.397266090919005
11989,0.0937950720844912,0.43343380305544,0.397295121893283
11990,0.0938675757365055,0.433465023761046,0.39729171626626
11991,0.09395522579433,0.433510995906224,0.397368598116459
11992,0.0939775709296784,0.433485321757623,0.397378392503104
11993,0.0938165072918032,0.433191372175438,0.397417234453725
11994,0.0938113683696576,0.433097880525894,0.397526639079627
11995,0.0938737687016413,0.43306470441101,0.397500042192425
11996,0.0938792412467397,0.432843625507858,0.397641910442956
11997,0.0939093713942726,0.432883785191429,0.397711024443728
11998,0.0940000893273808,0.432919381739307,0.39764852995897
11999,0.0939747847532867,0.432516274692514,0.39655665614849
12000,0.093982774601348,0.432427556466022,0.396470910492719
12001,0.0939193496095983,0.432432233332195,0.396449337671239
12002,0.0939131623415445,0.432502900758704,0.39662487172744
12003,0.0939762987506538,0.432715371107801,0.396644651886853
12004,0.0940108980114375,0.432674001963029,0.395895952734016
12005,0.0940174441907187,0.432566833531945,0.395847283015265
12006,0.093993606413684,0.432589481293803,0.395749926189494
12007,0.0939161932495783,0.432874690497041,0.395756225520878
12008,0.0939240650889349,0.433121685181335,0.395801861190446
12009,0.0939117055964893,0.433524122138818,0.395800305641351
12010,0.093915680162816,0.433590745126406,0.395773850727625
12011,0.0938913827371373,0.433745881845578,0.395998688132627
12012,0.093899845386043,0.434083752513209,0.396188648442667
12013,0.0939511764758655,0.434051684495239,0.396235424975476
12014,0.0940092114263933,0.433839932299275,0.3959650982017
12015,0.0939558983684044,0.43391244198654,0.39586709231924
12016,0.0937405937001224,0.434038437214666,0.395916982410598
12017,0.093673346051321,0.434424076217081,0.39591773820728
12018,0.0936583767982046,0.434607407826311,0.395919505177066
12019,0.0938888408875017,0.434465450012172,0.395795158301958
12020,0.0939373701840323,0.434500313366969,0.395991466338313
12021,0.0941608274263983,0.434831881629951,0.396190461036911
12022,0.0941472486705728,0.434816927446432,0.39631148411677
12023,0.0939956977282718,0.434575528752885,0.396357285937591
12024,0.093959313684277,0.434606375297604,0.396264470850526
12025,0.0939838270089418,0.434573531938235,0.39631832919504
12026,0.0941175595231881,0.434702436690544,0.396266114557153
12027,0.0941266572406583,0.434874373711418,0.396250667487957
12028,0.0941247861965958,0.434618081258498,0.396197951685759
12029,0.0941420040307996,0.434491083523287,0.396203663076795
12030,0.0940984280378945,0.435455853051751,0.396115047564786
12031,0.0941066716613075,0.435270211184355,0.396047669348562
12032,0.0940738872072831,0.435122927583505,0.396142315200847
12033,0.0940774864434472,0.43488575042267,0.396260964140056
12034,0.0940825008276725,0.434860190389691,0.396420706952436
12035,0.094058990933997,0.434843494277247,0.396449853814668
12036,0.0940551044957691,0.43484226544066,0.396597174720676
12037,0.094115671125755,0.4347029989149,0.396604559620013
12038,0.0941511489013241,0.434568966866813,0.396438238194915
12039,0.0941575100107137,0.434147459602274,0.396152142465102
12040,0.094325096922795,0.434251430739124,0.396122236782745
12041,0.0943198354323756,0.434034326702027,0.396132802981186
12042,0.0943974181685418,0.434441648808531,0.396212391977106
12043,0.0943681059766944,0.434453491495897,0.396284313694604
12044,0.0941438044105997,0.434428286168584,0.396174961687602
12045,0.094094393920611,0.434424001378573,0.396170377583431
12046,0.094130314542798,0.434458186073616,0.396055926035315
12047,0.094220072365769,0.434604315904851,0.396070094237267
12048,0.0942055738504382,0.434839368422964,0.396149569122491
12049,0.0941532840419163,0.434716362868548,0.395867876206682
12050,0.0941886209387162,0.434688157680288,0.395866773777898
12051,0.0941991489238672,0.434695225828318,0.395905587050092
12052,0.0942427638105725,0.434329265100954,0.39593513422751
12053,0.0943644603703453,0.4343050651047,0.3959759413471
12054,0.0943638424943277,0.434677354867807,0.396101999390779
12055,0.0943870224177097,0.434773403692689,0.395996100401575
12056,0.0943975329137482,0.434743251476745,0.395689080285355
12057,0.0943142412516074,0.434207709928643,0.395690822065868
12058,0.094367914403202,0.434342418061518,0.395422458658699
12059,0.0942642984631461,0.434991024657984,0.395531816806457
12060,0.0942384682004672,0.435257467849593,0.395522073137789
12061,0.0942039001835433,0.435401892814131,0.395422097180305
12062,0.0942760630798475,0.435497336284915,0.395455395350663
12063,0.0941745739183905,0.435258602788726,0.395777856800496
12064,0.0941942474050581,0.435269268647876,0.39614959638811
12065,0.094162140145876,0.435485665888883,0.39625241734808
12066,0.0941959583141826,0.435180754893044,0.396377233415366
12067,0.0941768643701673,0.435198469736024,0.396699098527817
12068,0.0941769999686602,0.435404090446794,0.396677001829223
12069,0.0941266420876085,0.435625847687224,0.396761408065114
12070,0.0941904731798476,0.435443831882018,0.396726745969979
12071,0.0941575628518855,0.435383370945491,0.396614016642213
12072,0.0941513345155504,0.436013940861329,0.396628333437389
12073,0.0941836671436799,0.435954304907883,0.39674984231565
12074,0.0942606561933314,0.435906367528844,0.3970350133657
12075,0.0943237013751059,0.436136397006651,0.397170719241944
12076,0.0942612441684947,0.436354360548823,0.397225981488365
12077,0.0944139748265574,0.436462141693382,0.397346060990054
12078,0.0943947735838154,0.436443521593719,0.397373481059708
12079,0.0943989690120181,0.436692412299217,0.397556930083862
12080,0.0943907022750724,0.43683551879916,0.397527223239367
12081,0.0945860519687748,0.436605486876556,0.397492659819472
12082,0.0945822769221448,0.436858228402848,0.397516289145649
12083,0.0946162307332801,0.436991854829977,0.397530702806816
12084,0.0945845904769926,0.437376671465592,0.397536118412062
12085,0.0945602963005071,0.437447011662846,0.397595025546543
12086,0.0945148216098484,0.437141681974461,0.397528905015451
12087,0.094493615881768,0.437250762048329,0.397626014036631
12088,0.0944498841514593,0.436838408705938,0.397529255502749
12089,0.0945001327133459,0.436730914451226,0.397736980532385
12090,0.0945123915193385,0.437492572191038,0.397626048917244
12091,0.0944941544939547,0.437764492997839,0.397468588219473
12092,0.0944273142893405,0.437524331365959,0.397186879788838
12093,0.0942980886990463,0.437558762024237,0.397449864649177
12094,0.0944083478062177,0.437599430332602,0.397479856894339
12095,0.0946192983177633,0.437526203076575,0.397112400164782
12096,0.0946358425447437,0.43827690818589,0.397165172577213
12097,0.0946851762621609,0.438181548790292,0.397111670908559
12098,0.0946775738139607,0.438148890693,0.396850029980847
12099,0.0949273130232275,0.438052133243249,0.396690137026816
12100,0.0949540998289935,0.437756940304886,0.397344847507937
12101,0.0949455182017386,0.437775994934075,0.396959642418857
12102,0.0949329777868725,0.437967106582776,0.396981502988267
12103,0.0948962457269115,0.437954558111201,0.39673415744383
12104,0.0948670624305059,0.43807607849952,0.39680884949838
12105,0.0948677069866968,0.438249417777238,0.3969947994348
12106,0.0947202153386547,0.438251876842775,0.397194669049037
12107,0.0947045140242175,0.438541376319582,0.39728673794946
12108,0.0947414265640289,0.437830647498057,0.397249266706204
12109,0.0947858382892685,0.437687201449051,0.39724614177315
12110,0.0947481951740005,0.437712918080311,0.39717248620326
12111,0.0946879819265607,0.437411852738989,0.397147013896708
12112,0.0946746165561643,0.437484161011793,0.39697928725839
12113,0.0946262736268378,0.437626930379282,0.397441259887065
12114,0.0945512625179496,0.437555015200209,0.397465357451321
12115,0.0944586262912703,0.437979739014347,0.397280529953595
12116,0.0944659009800714,0.438245887568031,0.397569397024971
12117,0.0944237996745186,0.437882841004293,0.397715596284828
12118,0.094534463744363,0.438075406788037,0.397783706912661
12119,0.0945461775577946,0.437840643572378,0.397615159979191
12120,0.0945746883185471,0.437984992147384,0.397694548609493
12121,0.0945997214831441,0.43742430835628,0.398085435565476
12122,0.0946237138360106,0.437577412708345,0.398079346579818
12123,0.0946201678345103,0.437619911801972,0.398174849667204
12124,0.0946672811028936,0.437692521657864,0.398484027798177
12125,0.0947868295031495,0.437480276927049,0.39848280225095
12126,0.0947866897520237,0.437594952982191,0.398539492912498
12127,0.094757135161576,0.437420881745704,0.398021576661982
12128,0.0947463904061789,0.437559732675389,0.397860817645571
12129,0.0947632414963562,0.437697454978786,0.397951544552194
12130,0.0947660792623105,0.43753674820538,0.397954027820348
12131,0.094749510462132,0.437588075910362,0.397981243088532
12132,0.0947342868323017,0.437386398097436,0.398037157863836
12133,0.0947512601320169,0.437388478127114,0.398023231050018
12134,0.0948028669370407,0.437430310476598,0.397995875604785
12135,0.0948105020927385,0.437380176297605,0.397881876650149
12136,0.0948082575402861,0.437281543960535,0.397783860447448
12137,0.0950524941655832,0.437255976600763,0.397761557383174
12138,0.0950678440456522,0.43714508221743,0.397685112597216
12139,0.0950414523730696,0.43722245260668,0.39763203297229
12140,0.0951080313378112,0.437027544037987,0.397611469886767
12141,0.0952102474326011,0.436871269443629,0.397534544482861
12142,0.0951824527935656,0.43724290875582,0.397532220468923
12143,0.0951803492512663,0.43699748546289,0.397410870813294
12144,0.0952265181917073,0.437069155155405,0.397413580335948
12145,0.095141389562908,0.436472449951933,0.397285474819942
12146,0.0951456265776116,0.436478516171967,0.397084688299753
12147,0.0951525534224708,0.436640440944565,0.397390139326014
12148,0.0951229002678094,0.436349284390828,0.397409030575573
12149,0.0951442723816028,0.435863126938725,0.397310539970478
12150,0.0951672477606794,0.435536632568514,0.397841758895771
12151,0.0954877935254917,0.43558370641077,0.398148475120872
12152,0.0954892175488075,0.436086675275943,0.398164858859314
12153,0.095469130484474,0.436077198031761,0.397994062648171
12154,0.0954584391802389,0.436146847746126,0.398138839729973
12155,0.095347959663456,0.436034753707723,0.398040482586504
12156,0.0953868537216441,0.435974753328425,0.398115151405535
12157,0.0953746657593273,0.436214131911358,0.39815912309608
12158,0.0953909518974192,0.436243392220658,0.398036435555592
12159,0.0954194011644626,0.436352958663578,0.398052490038011
12160,0.0954296792085042,0.436010497623142,0.397621653913367
12161,0.0954293778465051,0.435986625604741,0.397680925207578
12162,0.0953427310435613,0.436008103170532,0.397681621276409
12163,0.0953834117444556,0.436195648108069,0.397965180016109
12164,0.0953585435369333,0.436121715772169,0.398214697178826
12165,0.0953525098156954,0.436309003597853,0.398339273133916
12166,0.0953868190311582,0.436085174420711,0.398356847815444
12167,0.0953843919058821,0.435758832125711,0.398126440352838
12168,0.095422968923898,0.43541089442355,0.398194714210533
12169,0.0954040442158016,0.435357698576521,0.398104507784912
12170,0.0954939458586416,0.434845236530971,0.398166387474738
12171,0.0956467097703155,0.434908280915099,0.398178422575362
12172,0.0957152815864185,0.435202764325449,0.398149685044426
12173,0.0957159162148333,0.435288666074225,0.398126980926968
12174,0.0957905959192645,0.435305795476257,0.39842780544102
12175,0.0957631117908883,0.435123613680903,0.398426868177188
12176,0.0956428097465781,0.435114311583764,0.398572355005694
12177,0.0956461954332492,0.435000330260781,0.398616140247506
12178,0.0956319205494088,0.435532037325908,0.398641707720689
12179,0.0957279190537595,0.435577630922427,0.398886420360276
12180,0.0957188456552328,0.435908838779678,0.398792791149746
12181,0.0957252266072717,0.436024587964832,0.398224077382249
12182,0.0957439959581947,0.435986032460534,0.398154625257118
12183,0.0957142165873057,0.436072664941549,0.398145557932733
12184,0.0956654400291478,0.436019347990525,0.398124007899037
12185,0.0956641515856024,0.435973910378523,0.398197895081417
12186,0.0956776220158302,0.4360270845927,0.398211884873785
12187,0.0956168441724936,0.435926774885146,0.398162556858223
12188,0.0956497597498099,0.435949674957648,0.398571449250772
12189,0.0955450698193965,0.436002779394491,0.398931175667019
12190,0.0953690926751302,0.436010138282717,0.398900558925043
12191,0.0955275722449321,0.435799593749788,0.39890621274733
12192,0.0955067837361249,0.435749199334309,0.398603764028644
12193,0.0954913990090848,0.435569564590214,0.398655556341304
12194,0.095667858483404,0.435300473045562,0.398705916482603
12195,0.0956637052317952,0.435320552076888,0.398632927513873
12196,0.0956100815713882,0.435215732399767,0.398813683753526
12197,0.0956100363513176,0.435400688222908,0.398799095016416
12198,0.0955918096075707,0.435392828121788,0.399001210521533
12199,0.09560194781391,0.435784775053598,0.399036387552249
12200,0.0955990768871369,0.436280247088564,0.3989788683134
12201,0.0955553799619395,0.436401687717587,0.399019453560881
12202,0.0955590269576295,0.436305212328985,0.399227310226375
12203,0.095519154815093,0.43678031979796,0.399219819338985
12204,0.0955267373449289,0.436840540880928,0.39908390107914
12205,0.09553614108318,0.437118332473766,0.399027571603408
12206,0.0955359822214658,0.437161061479341,0.39917245000225
12207,0.0955780539010538,0.437066186223228,0.399303940850017
12208,0.0956612676389466,0.436964195247821,0.399199871325512
12209,0.0956747895844447,0.436827421761094,0.399214796956489
12210,0.0957063254371583,0.43689013532727,0.399195762641885
12211,0.095666840735451,0.436550256793209,0.399182486283691
12212,0.0956555845452194,0.436369306414861,0.399095312016089
12213,0.095644643481509,0.436009428723705,0.399008494261133
12214,0.0956449823898596,0.436080683480513,0.399209599665081
12215,0.0957758704459981,0.437410327114305,0.399173121719544
12216,0.09573121160696,0.43772659714845,0.39918916735861
12217,0.0954202136667046,0.437641225238684,0.399151604860208
12218,0.0954181085574663,0.437668396696862,0.399174643908638
12219,0.0954022619599988,0.437576448204461,0.39917849538751
12220,0.0954126856766195,0.437631346869585,0.399228221306666
12221,0.0954103262723895,0.43848081724253,0.399385580096404
12222,0.0954375675096772,0.43870929502379,0.399426373610681
12223,0.0954021649689776,0.43870170684081,0.39882318839582
12224,0.09539072805565,0.438914772127604,0.398815871745968
12225,0.095416681600792,0.439102797394815,0.398821205431399
12226,0.0954067461121897,0.439208057379541,0.399133423859891
12227,0.0951890301626647,0.439431415675921,0.399050742789475
12228,0.0951297680737921,0.43926450006841,0.399214907368282
12229,0.0950965306796312,0.439356120975635,0.399203546778433
12230,0.095104042003588,0.439331048619739,0.399193133061503
12231,0.0951351837637554,0.43945389445393,0.399205448727546
12232,0.0951274865484965,0.4393818932463,0.399280530292643
12233,0.0949939660426147,0.438938949540801,0.39936664332971
12234,0.09510838681152,0.437834593063473,0.399278232707762
12235,0.0951306292104094,0.437723500617517,0.399554481529738
12236,0.0951767147997532,0.437479657691329,0.399601742178698
12237,0.0951075528065352,0.43734442467848,0.399704057222112
12238,0.0950547530002203,0.437408383888202,0.399733853557795
12239,0.0951145066378468,0.437356657540774,0.399906451181632
12240,0.0951289989035054,0.437372433647161,0.400009326986899
12241,0.0951722138510634,0.437240947310448,0.400063318413532
12242,0.0952034884598177,0.437234780131597,0.400057777499961
12243,0.095171764453934,0.437244102086122,0.399887875303694
12244,0.095169570386427,0.437191988293051,0.399954791792552
12245,0.0952014937128286,0.437371562430014,0.400001649989374
12246,0.0951889135743948,0.437336634930739,0.399971893126313
12247,0.0952503132180407,0.436978838897622,0.399824036665381
12248,0.0952005024108583,0.437153830616061,0.399781908853825
12249,0.0951338867193861,0.437293422292358,0.399853495652399
12250,0.09513171538994,0.437065945838201,0.399870187730726
12251,0.0951766055958919,0.437027001589991,0.399871175437685
12252,0.0951925254230435,0.436977229949017,0.399821146550875
12253,0.0951720505245955,0.436833615989094,0.399829043009217
12254,0.0952496599830728,0.436274259763967,0.399758246501628
12255,0.0952724185169572,0.436181113401788,0.399705388662242
12256,0.0952839642251338,0.436192127787525,0.399694869377645
12257,0.0953110315404763,0.436150176237287,0.399602515346522
12258,0.095312626939221,0.43633384566962,0.399604276218512
12259,0.095272011262946,0.43617573864017,0.399473736309732
12260,0.0952177615427845,0.436404839743657,0.399290850317162
12261,0.0951553963918136,0.436306875148014,0.398823254438762
12262,0.0950028729258362,0.436275263043647,0.398520560083393
12263,0.0949992239598273,0.436297841043619,0.398578783573573
12264,0.0949499711950354,0.436436996424616,0.398725656627318
12265,0.094780675521562,0.435686008743832,0.398731808543567
12266,0.0947059827756858,0.435693231596413,0.398726583893024
12267,0.0947044458221668,0.435626984613257,0.398645305043775
12268,0.0947348207460036,0.435680156182872,0.398685584037375
12269,0.0947913397003241,0.435538633441109,0.398626561279516
12270,0.0947547817444292,0.435565473653678,0.398422677672254
12271,0.0947598595046051,0.435787465311868,0.398236052952375
12272,0.0947804175499839,0.43568924834273,0.398099979237776
12273,0.0947684446450965,0.436094188841548,0.398337023345118
12274,0.0947784392157767,0.436149747847771,0.398353554669285
12275,0.0948029481413227,0.436043420033194,0.398478256544827
12276,0.0948268169432844,0.435605158330482,0.398635801760396
12277,0.0948487882712235,0.435595016096807,0.398454132249483
12278,0.0948445351938158,0.435926403414966,0.398560193351872
12279,0.0948249446000521,0.435920599571767,0.398685676894919
12280,0.094842181901114,0.436020413190852,0.398660922207947
12281,0.0948082704343281,0.436182961691292,0.398703332841036
12282,0.0948324600820727,0.436432055213495,0.398678935421629
12283,0.0948430930027115,0.436592097834907,0.398605193233706
12284,0.0948199205137305,0.436879725378894,0.398628345155443
12285,0.0948190805054132,0.437591097011943,0.398630638639933
12286,0.0948426563533723,0.438069161747253,0.398689660150347
12287,0.0948517538992662,0.43801671941306,0.398701206497234
12288,0.0948510714777749,0.437751518851827,0.39852342661225
12289,0.0948669147070449,0.438648329254585,0.398565202809981
12290,0.0948485638707265,0.438587359427282,0.398514825543173
12291,0.0948322555289873,0.438610211158383,0.39840344471804
12292,0.0948264767560721,0.438715262469251,0.39837190952752
12293,0.0948327718036476,0.438737367465597,0.398293705173062
12294,0.0948329986417555,0.438651792820881,0.398212980160339
12295,0.0949359135474149,0.438221375845246,0.398799809920223
12296,0.094957115353809,0.438575747843307,0.398785655856247
12297,0.0950124177852176,0.43857801148825,0.398965074115748
12298,0.0950489850676366,0.438762544152236,0.398979450689824
12299,0.0950304241677953,0.438570486976084,0.398906914304601
12300,0.0950433484037355,0.438468076697299,0.398948482967515
12301,0.0950531271365441,0.438670068492453,0.398834574537029
12302,0.0950964325931788,0.43883746344488,0.398623257884544
12303,0.0951568717762188,0.438856751837001,0.398571938308519
12304,0.0949409232496456,0.438834828335881,0.398593847353485
12305,0.0949673177643161,0.438947238778829,0.398623524372411
12306,0.0950222526378417,0.438948852971145,0.398763198597123
12307,0.0948914325731319,0.438930828690576,0.398823370462605
12308,0.0948204640438876,0.438646244982476,0.399030130571784
12309,0.0946491363896845,0.439173592478849,0.399072682295438
12310,0.0945321464249606,0.438528361125777,0.398961069799575
12311,0.0945306844999429,0.43836440508653,0.398980369009368
12312,0.094487648676473,0.438614684917552,0.398969048872431
12313,0.0944912755015688,0.438967320521963,0.398805084173157
12314,0.0945101135173889,0.439097210717619,0.398848328681206
12315,0.0945126492627571,0.439085654629218,0.399301516325751
12316,0.094514230012638,0.438778744079866,0.399308920121115
12317,0.094460292787988,0.438891633124867,0.39933107567236
12318,0.0944454777283857,0.438684971045965,0.399381951005037
12319,0.0945253958077077,0.438442878458853,0.399368412527017
12320,0.0945277820866376,0.438181021852143,0.399371404341824
12321,0.0945273049956561,0.438762555624615,0.399333719532199
12322,0.0945394593301637,0.439263630594562,0.399216362557245
12323,0.0944453404839456,0.43921703939282,0.399220194146274
12324,0.0944336874365717,0.439045413748887,0.399009810301728
12325,0.09451028342775,0.438942934164033,0.399046009263624
12326,0.0943806198899762,0.439039592900994,0.399045962727006
12327,0.0944054811801864,0.439277264509746,0.398774036597079
12328,0.09452281780505,0.439316691037103,0.398547452939469
12329,0.094680766942605,0.439477354376818,0.398230202762188
12330,0.0946053045085343,0.439539266964445,0.397961915459524
12331,0.0945392233631395,0.439620008451184,0.397980756768789
12332,0.0945416832733589,0.439938075120223,0.397905050766534
12333,0.0945276215117214,0.439994034924344,0.397943016032722
12334,0.0945784812653174,0.439977212537728,0.397986182839449
12335,0.0945471412654048,0.43956514943567,0.397709271589344
12336,0.0945490811129832,0.439543503080678,0.397486768443927
12337,0.0944574008353322,0.440352550511452,0.397494044896598
12338,0.0944441665640366,0.440226150032774,0.397611928302301
12339,0.0944052681453288,0.440994110331851,0.397938671409383
12340,0.0943241020463788,0.440648617735017,0.397491287097592
12341,0.0943610750466651,0.440511134350037,0.397236659978806
12342,0.094370295572528,0.440575182586586,0.397240276172082
12343,0.0943814880850857,0.440726106476825,0.397215719867721
12344,0.094376140693174,0.440765613930876,0.396776715711
12345,0.0944025165679361,0.440798691901047,0.3967587580785
12346,0.0946403985713754,0.440601234125343,0.39702136027085
12347,0.0945964056022352,0.440934665941996,0.397074429599644
12348,0.0945288747221396,0.441486239912215,0.397042806121041
12349,0.0944893294595638,0.441506545202984,0.397010587278875
12350,0.0944660602391379,0.441159936392552,0.396999813935538
12351,0.0944878520534308,0.441851283675109,0.397047359466101
12352,0.094523071379695,0.441709895873014,0.397283593107174
12353,0.0944766288109577,0.441006269743007,0.39696712653829
12354,0.0944665331422116,0.441053985847269,0.396969911832467
12355,0.0944544920619976,0.441304037505597,0.396956693233241
12356,0.0944149707878794,0.441535128123105,0.396991699012084
12357,0.0944341118039115,0.441570585317516,0.39710800405584
12358,0.0944217904713111,0.44154168630124,0.397117397261426
12359,0.0944707884422439,0.441661503825075,0.397071364969982
12360,0.094459273246339,0.441647367411577,0.396991598578138
12361,0.0944733097528005,0.441888962607285,0.396938744089268
12362,0.094206025869826,0.442444062231584,0.396884209073535
12363,0.094193231793309,0.442290095163652,0.396695522368034
12364,0.0941713873559537,0.443737319316307,0.397000677750368
12365,0.0941814174774184,0.443620258436927,0.397099822991008
12366,0.094192824342674,0.443708506591701,0.397089067247473
12367,0.0942253715580182,0.443760513290524,0.397275220979805
12368,0.0942244553286727,0.443687854453098,0.397287506919963
12369,0.0942085106206168,0.443721583986678,0.397269818799448
12370,0.0942184636935279,0.443819484053989,0.397281236620901
12371,0.0941903223156924,0.44417445198903,0.397252819805315
12372,0.0942507616891485,0.444167219883509,0.397127632630834
12373,0.0943003651427593,0.443807462918861,0.397174565941461
12374,0.0942718122407127,0.443816081499552,0.397510331093049
12375,0.0943109275581821,0.443702877047519,0.39748350380736
12376,0.0943200940553715,0.444265643635094,0.39756503037418
12377,0.0943287964937573,0.444225171392297,0.397618010081388
12378,0.0943105492092692,0.444187984589953,0.397593672854208
12379,0.0943161962019257,0.444722288690509,0.397405750489821
12380,0.0943024695329381,0.44441631188321,0.397381517279438
12381,0.0941659961050364,0.444489650037118,0.397367794483524
12382,0.0941785906227658,0.444425336375121,0.397200496636147
12383,0.0942295419757152,0.444540108092414,0.397243086437737
12384,0.0942328336341177,0.444655654766806,0.39727827959165
12385,0.0942410566014083,0.445663071340424,0.397278749160476
12386,0.0942242357214019,0.445329829515472,0.396947268406283
12387,0.0941889673822158,0.44543504499918,0.397320885393426
12388,0.0941925399140291,0.445520352385048,0.39727206408313
12389,0.0941177110482003,0.445356844875986,0.397117429679421
12390,0.0940678318369931,0.445446316053116,0.397318167212237
12391,0.0940602053043076,0.445134473572531,0.397653920531579
12392,0.0939438887164523,0.444957039274442,0.397655362528097
12393,0.0939073763782431,0.444964763098751,0.397755736467028
12394,0.0938689936832629,0.444961793310225,0.397867831928941
12395,0.0938737327179068,0.445043605176187,0.39786372904487
12396,0.0938824859865175,0.445662737002177,0.398075112515501
12397,0.093899044212405,0.445549180061199,0.398094162176992
12398,0.0939604955501739,0.445613266205023,0.397903850386486
12399,0.0939074771869219,0.445791590897811,0.397618055081233
12400,0.093957114471797,0.446058217317695,0.397640365115571
12401,0.0939147450531729,0.446002066222019,0.397733152823835
12402,0.0939336949870767,0.446312182560873,0.397840200191356
12403,0.0939318164248785,0.445999852312395,0.39764684818864
12404,0.0939609624275239,0.446018128416391,0.39752954240409
12405,0.0939536055113944,0.445900419804348,0.397603558369164
12406,0.0939601327259043,0.445816496176343,0.397617222301356
12407,0.0939707616002438,0.44568389213219,0.397603486640677
12408,0.09395895394582,0.445515340555381,0.397589645430706
12409,0.0939463474002889,0.445271939119394,0.397656720563628
12410,0.0939217480851871,0.445595451951314,0.397671390063912
12411,0.0939659999190344,0.444695842790292,0.397652955375409
12412,0.0939377108904659,0.444610518491984,0.39786879667734
12413,0.0937837096699713,0.444676716905274,0.397885048137269
12414,0.0938043527085944,0.444587074444186,0.397943696164179
12415,0.0937181620509252,0.444556121203091,0.397962205670002
12416,0.0937024099329724,0.444742960251188,0.397971901680307
12417,0.0936925773548399,0.444728835473837,0.397969028634841
12418,0.0937366562360063,0.445480226127424,0.397967475561963
12419,0.093744187271941,0.445667924000179,0.397980474644722
12420,0.0937135767631602,0.445650159635184,0.398177254940328
12421,0.0937183915021804,0.446106882565677,0.398115586869253
12422,0.0937099687931131,0.446338567264433,0.397919469081559
12423,0.0937409811629663,0.446401465044788,0.397720518071079
12424,0.0936855412901582,0.446406186058453,0.397946713736999
12425,0.0936574010451335,0.446529877626694,0.398019917307593
12426,0.0936650758898823,0.446569009335403,0.397458980519797
12427,0.0935888932215082,0.446326475390729,0.397464321798793
12428,0.0936152894505619,0.446264560071713,0.397402305243408
12429,0.0936303765238036,0.446306296719636,0.397188333180728
12430,0.093612370934762,0.446357166351932,0.397193315928541
12431,0.0936861114966768,0.44655885410469,0.397318325310247
12432,0.0936827114415922,0.44671442593273,0.397288149237477
12433,0.0937786780572791,0.446495550282145,0.396738632904794
12434,0.0937578864835197,0.446841497862488,0.396781848140753
12435,0.0937327684203832,0.446975014241639,0.396882633337183
12436,0.0937296571352351,0.44688002304272,0.39701040473381
12437,0.0936914643865547,0.447513425592099,0.396790306200858
12438,0.0938795248766934,0.447544981977224,0.396540018372761
12439,0.0938958033152306,0.448358729501555,0.39652562332293
12440,0.0938430447576083,0.448765245939947,0.396725242040508
12441,0.093858308726867,0.448840500895689,0.396706155898993
12442,0.0938374921299137,0.448884247997758,0.396756516293348
12443,0.0937694890304748,0.44881852280836,0.396848644413267
12444,0.0937549183328969,0.448664643132276,0.396763661497524
12445,0.0937697190317171,0.448400753706006,0.396689725552988
12446,0.0938624889691519,0.44860427712665,0.396809530345305
12447,0.0938310805137185,0.448603103274396,0.396962503367706
12448,0.0938070953672008,0.448534527728005,0.396798461125675
12449,0.0938087185245607,0.448517747517223,0.396887247379529
12450,0.0937656142482859,0.448502182433409,0.397059839353552
12451,0.0937936741657836,0.448524974977384,0.39736868504195
12452,0.0937947924061092,0.448708084300174,0.397392979506017
12453,0.0938466475050666,0.448790418313985,0.397274993969306
12454,0.0938478538911459,0.448580851865888,0.397325800735608
12455,0.0938342832722119,0.448245300805776,0.397369656362897
12456,0.0938165579860021,0.448198727307534,0.39738165867763
12457,0.0938169308078034,0.44820653366084,0.397159242953511
